Household ID,Date,House Type,Family Members,Number of Rooms,AC Usage (Hours),Fan Usage (Hours),Refrigerator Usage (Hours),Washing Machine Usage (Hours),Water Motor Usage (Hours),Lighting (Hours),Outdoor Temperature (C),Day of Week,Season,Is Holiday,Daily Consumption (kWh)
E6E59B32,2025-07-26,Single Family Home,1,6,7.3,23.7,13.3,1.5,2.2,5.7,43.7,Saturday,Summer,1,32.17
DDB449DC,2025-10-18,Villa,6,5,0.8,10.6,13.0,2.7,1.7,10.9,22.3,Saturday,Spring/Autumn,1,17.2
5E717FCA,2025-09-18,Villa,4,8,3.9,18.1,13.4,2.8,1.7,4.1,36.6,Thursday,Summer,1,25.16
FF6EF9ED,2026-04-15,Single Family Home,4,4,3.3,6.0,13.7,0.7,1.5,7.6,30.0,Wednesday,Spring/Autumn,0,16.26
3BA5BD76,2026-01-21,Apartment,6,2,0.0,2.5,10.1,1.7,0.6,9.6,12.6,Wednesday,Winter,1,4.83
4EB9047D,2025-08-14,Single Family Home,7,6,11.9,16.2,13.6,0.7,1.7,6.8,43.7,Thursday,Summer,0,33.81
B62EDB49,2025-10-17,Apartment,4,4,0.7,8.6,13.4,2.3,2.0,10.1,24.6,Friday,Spring/Autumn,1,13.26
755D814B,2026-06-28,Apartment,2,4,6.2,21.4,10.0,2.8,2.7,6.6,39.1,Sunday,Summer,1,26.14
64F434D6,2025-08-03,Apartment,7,4,3.5,21.7,13.9,2.3,2.0,5.7,35.1,Sunday,Summer,1,20.21
4AAB47B2,2025-10-10,Villa,7,10,1.0,7.7,13.3,1.8,1.7,6.6,24.2,Friday,Spring/Autumn,1,19.88
3BCDF203,2025-08-03,Single Family Home,3,3,14.4,16.5,12.4,1.6,2.5,4.4,41.6,Sunday,Summer,1,31.82
7316CE64,2025-12-24,Portion,2,5,0.0,2.6,11.0,0.7,1.4,11.4,19.8,Wednesday,Winter,0,10.39
43D78F2B,2026-05-15,Apartment,3,4,6.6,22.8,13.2,2.2,2.7,6.6,36.5,Friday,Summer,1,27.75
9A72083C,2025-07-21,Villa,3,5,12.6,24.0,11.7,0.4,1.9,4.1,42.2,Monday,Summer,0,36.0
837217E0,2025-07-24,Villa,5,6,7.9,20.7,12.1,0.8,1.8,7.6,40.7,Thursday,Summer,0,31.9
73C374A6,2026-01-26,Single Family Home,2,6,0.0,3.4,13.5,0.2,1.3,6.6,12.6,Monday,Winter,0,8.61
1F178F93,2025-07-11,Single Family Home,3,4,6.9,21.2,12.7,1.7,1.8,4.4,37.6,Friday,Summer,1,23.69
F004E897,2026-02-27,Villa,2,5,0.0,1.2,11.3,0.3,1.3,7.8,16.2,Friday,Winter,0,10.01
7184B713,2026-04-29,Apartment,6,2,3.5,8.7,10.3,0.9,1.9,9.0,25.6,Wednesday,Spring/Autumn,0,15.17
2B015723,2026-06-10,Portion,7,6,9.0,12.6,10.5,0.2,2.8,5.6,38.8,Wednesday,Summer,0,29.18
2C3D17E2,2025-11-13,Single Family Home,5,5,0.0,1.8,12.9,2.6,0.8,8.9,18.6,Thursday,Winter,1,10.61
9D3616A1,2026-02-18,Single Family Home,5,6,0.0,2.5,11.1,2.5,0.5,7.0,7.7,Wednesday,Winter,1,10.59
0F9C5300,2025-08-08,Portion,3,6,13.6,13.1,12.5,0.4,2.4,7.9,39.9,Friday,Summer,0,36.79
869BC00F,2025-10-06,Apartment,7,4,0.8,7.0,11.3,2.7,1.0,7.1,20.5,Monday,Spring/Autumn,1,11.9
7C13F47A,2025-11-09,Villa,7,7,0.0,1.0,11.4,1.3,1.2,8.3,14.4,Sunday,Winter,1,11.31
98DC9E0B,2025-09-25,Villa,1,8,6.9,15.6,12.9,2.2,1.9,5.4,36.7,Thursday,Summer,1,32.03
3B964C74,2026-06-28,Apartment,4,4,9.4,22.8,10.8,2.9,2.0,7.7,45.0,Sunday,Summer,1,30.29
D0F81063,2026-04-22,Apartment,4,4,2.9,5.0,12.4,1.3,1.7,8.2,22.7,Wednesday,Spring/Autumn,1,15.38
FDD5B0F8,2026-05-12,Single Family Home,4,5,7.3,15.1,10.2,3.0,2.3,6.6,35.4,Tuesday,Summer,1,27.46
B4157CEA,2026-03-20,Single Family Home,4,6,2.8,7.3,12.2,1.9,1.4,6.9,20.2,Friday,Spring/Autumn,1,17.74
171B1B80,2025-07-27,Single Family Home,1,6,9.0,19.9,11.1,2.2,2.5,4.5,41.3,Sunday,Summer,1,33.55
9D37EFB6,2025-09-18,Single Family Home,6,4,6.3,13.4,10.4,1.4,1.7,4.8,36.0,Thursday,Summer,1,19.73
962C04DD,2026-03-21,Single Family Home,2,5,0.8,9.6,10.2,2.0,1.3,7.2,26.3,Saturday,Spring/Autumn,1,15.14
B45C9A54,2026-06-16,Portion,2,5,6.0,20.1,13.3,2.3,2.9,4.6,38.3,Tuesday,Summer,1,25.18
28522CA2,2026-04-01,Portion,8,5,2.9,4.8,10.9,1.0,1.3,7.8,26.1,Wednesday,Spring/Autumn,0,14.41
B18D2C8C,2026-05-28,Villa,4,10,3.0,12.5,13.2,0.3,1.9,7.0,36.0,Thursday,Summer,0,24.8
B0416F19,2025-10-22,Single Family Home,1,6,0.2,10.8,10.7,0.4,1.7,8.6,29.1,Wednesday,Spring/Autumn,0,15.58
EBC92914,2026-04-29,Single Family Home,2,6,0.4,10.5,11.6,1.0,1.2,7.6,30.5,Wednesday,Spring/Autumn,0,13.91
3CED4D1F,2025-11-10,Villa,3,10,0.0,3.2,13.2,0.1,1.1,10.2,17.8,Monday,Winter,0,15.07
A39C3BD5,2026-03-30,Villa,8,5,0.6,7.3,13.2,2.4,1.6,7.1,31.3,Monday,Spring/Autumn,1,12.81
115AFFAC,2025-11-12,Apartment,1,2,0.0,0.1,13.4,2.9,1.2,6.8,10.4,Wednesday,Winter,1,8.81
F8170EBF,2025-09-05,Portion,8,6,4.5,12.6,11.3,2.4,1.9,6.7,36.1,Friday,Summer,1,23.68
D42CB1AE,2025-12-29,Single Family Home,3,6,0.0,2.3,12.7,0.3,1.5,9.1,13.6,Monday,Winter,0,12.09
4B7F2183,2025-07-14,Villa,2,5,6.0,15.0,12.7,1.8,2.0,7.4,36.0,Monday,Summer,1,24.8
29310971,2026-03-31,Apartment,6,4,0.2,9.1,13.4,2.7,1.2,11.2,31.9,Tuesday,Spring/Autumn,1,11.45
F143E545,2026-03-03,Portion,3,3,1.0,11.8,10.9,0.6,1.1,8.4,25.9,Tuesday,Spring/Autumn,0,9.59
30A2CEE8,2025-12-03,Villa,5,7,0.0,3.2,13.4,0.4,0.9,6.7,11.9,Wednesday,Winter,0,10.53
925F8199,2026-01-24,Portion,3,3,0.0,0.4,12.2,1.0,0.9,6.5,14.8,Saturday,Winter,1,6.68
166ECFE3,2025-10-22,Portion,4,3,1.2,8.1,12.7,1.0,1.2,8.2,27.4,Wednesday,Spring/Autumn,0,9.0
4AB427E3,2026-06-29,Portion,2,5,4.7,18.7,11.9,2.3,2.4,6.9,37.2,Monday,Summer,1,23.08
A939EBD1,2025-10-11,Portion,3,5,0.9,6.7,13.9,1.6,1.8,9.1,29.1,Saturday,Spring/Autumn,1,15.34
2FC3E649,2025-12-17,Villa,8,8,0.0,0.7,12.9,2.4,0.6,6.6,5.7,Wednesday,Winter,1,10.76
907276EA,2025-07-29,Apartment,2,4,7.6,16.7,13.1,2.4,2.2,4.4,36.9,Tuesday,Summer,1,24.78
F8802878,2026-04-09,Single Family Home,1,6,3.3,8.7,11.8,2.3,1.8,11.7,31.1,Thursday,Spring/Autumn,1,20.61
DDECC40B,2026-06-14,Single Family Home,8,5,11.3,12.6,13.4,2.0,2.9,6.0,40.0,Sunday,Summer,1,34.22
DA9BCCC1,2026-03-25,Single Family Home,2,6,2.3,9.8,11.5,0.6,1.1,11.3,22.1,Wednesday,Spring/Autumn,0,18.92
F8DFCC3A,2025-09-22,Single Family Home,3,3,15.8,23.0,11.1,2.9,2.6,7.9,38.8,Monday,Summer,1,38.63
6F75EE8A,2025-09-18,Single Family Home,5,5,4.5,20.4,11.2,0.7,2.6,7.4,36.3,Thursday,Summer,0,25.4
65B90E94,2026-01-25,Villa,8,5,0.0,2.5,12.5,1.6,0.7,8.1,19.0,Sunday,Winter,1,9.89
966B62EA,2026-01-14,Portion,2,6,0.0,2.6,12.0,0.7,1.5,7.9,19.7,Wednesday,Winter,0,9.23
952A5345,2026-04-10,Apartment,2,4,1.9,8.6,11.7,0.7,1.7,11.0,24.2,Friday,Spring/Autumn,0,14.14
891F4683,2026-05-25,Portion,5,6,14.1,18.3,10.6,2.3,1.5,4.8,43.5,Monday,Summer,1,38.79
099759A3,2025-09-08,Portion,3,6,3.7,15.0,12.8,0.3,2.8,7.0,36.6,Monday,Summer,0,21.37
54DCCBA5,2026-03-16,Apartment,8,3,0.4,10.9,13.5,2.5,1.7,9.4,29.8,Monday,Spring/Autumn,1,11.21
CB2CC805,2025-10-25,Villa,8,10,3.2,6.3,13.7,1.8,1.7,11.7,29.4,Saturday,Spring/Autumn,1,29.1
DE703B72,2025-09-28,Villa,8,7,11.5,12.2,12.5,2.6,1.9,7.5,38.1,Sunday,Summer,1,36.69
9ADFE981,2026-02-28,Single Family Home,8,4,0.0,2.8,13.0,2.1,1.1,9.6,18.7,Saturday,Winter,1,11.02
BDAE8EFF,2025-12-31,Villa,1,9,0.0,1.2,12.7,0.2,0.7,7.0,19.5,Wednesday,Winter,0,10.71
81BD55D5,2025-12-01,Apartment,3,2,0.0,1.7,10.5,0.6,1.1,7.5,10.7,Monday,Winter,0,5.04
08775804,2025-12-21,Villa,4,7,0.0,0.6,11.3,1.1,0.7,11.6,15.6,Sunday,Winter,1,12.63
814FF657,2025-11-29,Apartment,1,2,0.0,2.0,11.4,2.6,1.1,7.9,14.9,Saturday,Winter,1,5.86
7233D5AF,2025-09-09,Portion,6,5,2.4,18.1,12.1,0.1,2.1,4.9,36.8,Tuesday,Summer,0,17.24
BFBBEAB3,2026-05-07,Apartment,5,2,9.6,14.6,12.1,3.0,2.6,7.3,38.3,Thursday,Summer,1,27.75
927F8103,2026-04-18,Single Family Home,4,4,2.7,7.6,12.5,2.2,1.9,11.8,20.1,Saturday,Spring/Autumn,1,18.06
A6CE6D7A,2025-12-03,Apartment,1,3,0.0,3.7,11.5,0.5,1.4,7.7,9.8,Wednesday,Winter,0,9.45
CD0579E2,2025-07-10,Villa,5,10,9.7,21.6,10.2,2.8,2.2,4.8,43.2,Thursday,Summer,1,42.35
DA018D29,2025-11-11,Villa,4,8,0.0,0.7,12.2,1.0,1.5,6.4,19.2,Tuesday,Winter,1,11.21
9FA4A627,2025-11-29,Apartment,1,4,0.0,3.5,10.4,2.1,0.9,10.2,16.6,Saturday,Winter,1,11.52
D7E174E6,2026-05-10,Villa,5,10,12.5,23.3,10.6,1.9,2.6,5.3,42.8,Sunday,Summer,1,46.82
5616AF7E,2026-07-03,Villa,5,7,6.8,18.7,10.9,1.5,2.4,5.6,35.5,Friday,Summer,1,30.81
C3F62136,2025-10-02,Apartment,7,4,0.1,9.4,12.6,2.2,1.5,10.5,25.2,Thursday,Spring/Autumn,1,13.28
06843C86,2026-03-03,Villa,5,8,0.3,11.4,13.1,1.6,1.1,6.5,28.4,Tuesday,Spring/Autumn,1,18.5
95410A9D,2026-03-23,Single Family Home,6,4,1.6,9.3,12.1,1.3,1.5,8.3,25.3,Monday,Spring/Autumn,1,14.85
5BC677CA,2026-01-08,Single Family Home,3,5,0.0,3.8,12.7,0.9,0.6,10.8,13.2,Thursday,Winter,0,11.57
423701F1,2026-03-29,Single Family Home,6,3,3.8,8.4,10.5,1.0,1.6,9.6,24.5,Sunday,Spring/Autumn,1,15.53
BE848AA2,2026-05-21,Portion,6,5,9.0,21.0,11.4,1.8,2.9,6.6,44.5,Thursday,Summer,1,32.18
D9E92758,2025-08-19,Apartment,2,3,3.3,22.0,10.7,0.8,1.8,7.4,36.6,Tuesday,Summer,0,18.77
AE423568,2025-11-23,Villa,7,5,0.0,4.0,12.2,1.6,1.0,6.4,19.0,Sunday,Winter,1,7.65
232A5E82,2026-07-05,Villa,7,9,10.9,16.0,12.6,1.2,1.7,6.5,42.3,Sunday,Summer,1,40.05
752366CE,2025-08-28,Single Family Home,2,6,10.5,19.4,12.3,2.1,2.0,5.5,38.2,Thursday,Summer,1,33.38
503BE788,2026-02-24,Apartment,8,3,0.0,0.0,10.9,0.7,0.7,8.6,11.4,Tuesday,Winter,0,7.57
938703C9,2026-04-12,Portion,2,4,2.9,11.0,11.4,1.6,1.5,9.3,21.6,Sunday,Spring/Autumn,1,15.35
6DEDCBA5,2025-12-01,Portion,7,3,0.0,3.4,10.6,0.5,1.4,7.6,14.1,Monday,Winter,0,8.97
5F8392D5,2026-06-19,Villa,4,5,2.5,12.2,10.1,0.6,2.3,5.6,35.8,Friday,Summer,0,17.13
39EC8CA1,2026-03-17,Villa,5,6,2.2,8.3,11.9,0.8,2.0,8.2,30.9,Tuesday,Spring/Autumn,0,16.55
4E5D8F12,2025-09-06,Apartment,5,3,13.3,15.5,12.0,1.8,2.2,6.0,42.7,Saturday,Summer,1,32.44
98ABB2E7,2026-01-14,Portion,3,5,0.0,3.2,10.7,2.0,1.1,8.7,17.7,Wednesday,Winter,1,9.05
2A35CE30,2026-06-18,Portion,1,4,12.6,23.6,11.9,0.4,2.6,4.9,44.5,Thursday,Summer,0,34.25
3610901C,2026-04-01,Single Family Home,2,5,1.5,4.3,13.6,0.4,1.2,8.8,20.8,Wednesday,Spring/Autumn,0,12.61
417B6634,2026-04-15,Apartment,1,4,3.9,6.6,12.1,0.8,1.7,11.0,20.6,Wednesday,Spring/Autumn,0,16.6
0C5921F8,2026-03-16,Portion,8,6,0.7,9.2,12.6,0.8,1.4,9.1,26.5,Monday,Spring/Autumn,0,15.02
B3ADA2BA,2025-09-01,Apartment,5,3,11.2,16.2,11.9,0.5,2.8,6.4,44.1,Monday,Summer,0,29.07
9F6FACC1,2026-02-13,Single Family Home,7,3,0.0,0.7,12.6,0.2,0.6,7.1,7.1,Friday,Winter,0,5.09
1B341937,2026-01-05,Single Family Home,5,4,0.0,0.5,13.2,2.4,0.7,8.9,15.8,Monday,Winter,1,8.42
290E3E89,2025-07-21,Portion,4,6,3.0,22.0,10.2,2.1,1.5,4.6,37.1,Monday,Summer,1,23.06
ABF0263E,2025-08-08,Apartment,8,2,5.4,12.7,10.7,1.0,1.9,6.4,35.4,Friday,Summer,0,17.0
B93B770C,2026-03-28,Villa,4,8,2.9,9.3,10.3,1.9,1.3,12.0,20.2,Saturday,Spring/Autumn,1,25.85
439DB29D,2025-12-23,Apartment,3,2,0.0,3.3,13.2,2.6,1.1,7.1,7.6,Tuesday,Winter,1,8.0
500D92A7,2025-12-09,Apartment,2,2,0.0,2.9,11.8,0.6,0.8,7.4,9.0,Tuesday,Winter,0,5.28
A5AECF37,2025-09-07,Villa,8,9,3.2,22.3,11.7,1.3,2.3,4.4,36.1,Sunday,Summer,1,30.02
17CBA85D,2025-11-20,Villa,3,5,0.0,0.2,12.0,1.2,1.3,8.9,14.2,Thursday,Winter,1,7.87
4596DA75,2026-05-08,Portion,7,4,14.3,22.8,12.6,0.5,2.7,5.5,41.0,Friday,Summer,0,35.25
0F037337,2026-07-01,Single Family Home,2,6,8.3,21.6,11.5,2.2,2.7,7.0,40.3,Wednesday,Summer,1,34.74
702B7014,2025-09-11,Portion,6,3,7.0,13.6,10.9,0.9,2.2,5.1,42.0,Thursday,Summer,0,22.47
1CE97871,2026-05-27,Portion,1,3,7.9,20.5,12.3,1.2,2.7,4.0,39.1,Wednesday,Summer,1,25.27
B45E9463,2026-05-20,Single Family Home,6,3,9.2,16.3,12.6,1.5,1.7,7.4,41.9,Wednesday,Summer,1,25.08
7B5FBE41,2025-11-10,Portion,3,3,0.0,1.1,13.0,0.4,1.2,10.7,10.5,Monday,Winter,0,7.82
816CE054,2026-05-13,Portion,3,3,11.5,15.0,11.4,2.4,2.0,6.9,38.7,Wednesday,Summer,1,30.56
F85B6D0A,2025-10-16,Single Family Home,7,6,3.0,7.6,10.6,0.2,1.7,8.4,27.9,Thursday,Spring/Autumn,0,17.04
CD1F75A3,2026-02-01,Apartment,8,3,0.0,2.8,10.6,2.9,1.2,6.0,13.3,Sunday,Winter,1,6.17
7F53DC0A,2026-04-05,Apartment,2,3,3.7,7.5,10.9,1.2,1.1,6.2,21.7,Sunday,Spring/Autumn,1,12.95
8C91BD13,2025-07-07,Apartment,5,4,12.1,18.3,12.4,0.9,2.6,7.3,44.8,Monday,Summer,0,33.84
F34A7949,2025-11-08,Apartment,4,3,0.0,0.8,13.2,1.6,1.2,6.2,11.6,Saturday,Winter,1,7.44
9EA87552,2026-02-11,Villa,8,5,0.0,0.9,10.1,0.2,0.7,6.0,12.7,Wednesday,Winter,0,5.12
008FFAB9,2025-11-08,Villa,6,10,0.0,3.1,11.6,2.2,0.9,9.1,20.0,Saturday,Winter,1,17.0
2A061609,2026-01-03,Portion,2,5,0.0,0.4,13.3,2.8,0.8,8.1,6.0,Saturday,Winter,1,11.12
1EE93260,2026-06-12,Portion,4,6,5.6,14.3,12.3,0.3,2.9,5.6,37.8,Friday,Summer,0,23.53
C1D48A10,2025-12-05,Apartment,8,3,0.0,1.2,13.2,1.0,1.4,11.3,6.1,Friday,Winter,0,10.03
87C5F526,2026-04-02,Portion,8,4,2.8,11.7,13.1,0.8,1.6,11.8,26.9,Thursday,Spring/Autumn,0,17.41
1A82833C,2025-11-25,Villa,7,8,0.0,2.3,10.5,0.1,0.5,9.8,11.9,Tuesday,Winter,0,14.12
57C5982C,2026-06-27,Portion,3,4,8.3,15.8,12.1,1.0,2.9,7.3,41.8,Saturday,Summer,1,26.33
E2ED8686,2026-04-06,Villa,6,10,2.7,10.6,13.7,0.5,1.1,8.1,21.1,Monday,Spring/Autumn,0,26.08
B6E1E7AC,2025-10-21,Villa,3,10,3.8,9.5,12.0,0.2,1.9,10.4,23.2,Tuesday,Spring/Autumn,0,29.95
A30A6658,2025-11-01,Apartment,6,4,0.0,0.8,12.5,1.3,0.7,6.6,8.1,Saturday,Winter,1,8.73
F1530F68,2026-03-08,Portion,5,6,2.7,8.9,12.2,1.1,1.8,8.9,28.1,Sunday,Spring/Autumn,1,19.32
1B41A61E,2025-07-16,Single Family Home,1,3,15.9,22.8,12.0,1.0,2.8,7.7,39.9,Wednesday,Summer,0,37.31
29330FC4,2026-07-01,Villa,3,5,5.5,12.6,11.9,2.1,2.7,6.0,37.2,Wednesday,Summer,1,22.89
08453B2F,2025-11-15,Portion,2,4,0.0,0.7,12.8,1.9,1.5,10.1,15.3,Saturday,Winter,1,7.9
638E1388,2025-10-01,Villa,1,8,2.3,6.6,11.0,2.1,1.6,7.4,22.5,Wednesday,Spring/Autumn,1,18.9
F9CF8499,2026-03-14,Apartment,1,4,1.5,8.0,12.8,1.7,1.2,11.1,27.4,Saturday,Spring/Autumn,1,13.27
DE6CF36B,2026-04-18,Portion,4,5,0.5,8.6,10.4,1.5,1.2,7.4,22.2,Saturday,Spring/Autumn,1,12.12
BD0B0FA2,2026-02-12,Single Family Home,5,6,0.0,0.6,10.6,0.8,1.5,7.1,10.7,Thursday,Winter,0,9.18
2FDDB26A,2026-06-24,Apartment,7,2,14.5,18.2,13.1,1.6,2.6,6.2,45.0,Wednesday,Summer,1,33.14
214C0A4D,2025-09-03,Villa,1,7,12.9,12.7,11.9,2.3,2.7,5.8,39.0,Wednesday,Summer,1,36.93
0A398BF7,2025-09-01,Villa,1,10,11.6,23.2,10.1,1.2,1.9,7.5,38.6,Monday,Summer,1,49.58
8CD74C27,2025-11-15,Villa,4,6,0.0,2.3,10.7,2.6,1.1,8.1,8.0,Saturday,Winter,1,11.72
8150E0C9,2025-09-03,Portion,2,5,13.4,22.7,11.1,0.6,2.1,4.6,39.9,Wednesday,Summer,0,35.11
54F6516E,2025-11-05,Villa,4,9,0.0,1.3,12.3,2.7,1.1,6.4,17.1,Wednesday,Winter,1,10.73
C08BD674,2026-07-01,Apartment,2,4,3.9,15.5,12.6,1.5,1.9,5.8,37.3,Wednesday,Summer,1,20.27
A46B6FCE,2026-02-16,Single Family Home,1,5,0.0,2.3,11.7,1.4,1.5,6.1,10.4,Monday,Winter,1,9.99
1D06149E,2025-11-25,Villa,1,9,0.0,3.8,10.3,1.3,1.2,6.6,14.9,Tuesday,Winter,1,11.27
7210045A,2026-01-01,Villa,4,7,0.0,2.2,11.6,0.8,0.5,6.5,18.2,Thursday,Winter,0,8.16
F8BCA9AC,2026-06-21,Apartment,2,2,5.9,22.6,11.0,1.6,2.0,6.5,36.6,Sunday,Summer,1,17.99
3692A531,2026-05-19,Portion,2,4,6.3,20.0,11.3,2.0,2.8,7.9,43.4,Tuesday,Summer,1,26.1
12767D13,2026-04-06,Single Family Home,1,6,1.8,11.8,10.7,2.2,1.7,9.8,23.3,Monday,Spring/Autumn,1,20.12
0DE4833E,2025-09-10,Villa,2,9,11.2,19.7,11.4,0.5,2.0,7.2,40.6,Wednesday,Summer,0,41.82
63561ADD,2025-12-19,Portion,7,5,0.0,1.0,10.0,0.8,0.8,11.1,10.5,Friday,Winter,0,8.92
88EAE7D4,2025-07-09,Apartment,1,4,6.1,23.1,11.9,0.0,2.9,5.7,39.7,Wednesday,Summer,0,24.18
1B2BB2EC,2025-10-21,Villa,2,7,0.0,7.0,12.2,1.8,1.4,7.0,22.8,Tuesday,Spring/Autumn,1,14.9
A9252745,2025-07-18,Single Family Home,4,4,9.8,15.2,11.0,2.5,2.1,7.6,38.9,Friday,Summer,1,30.12
8BB4995A,2025-10-22,Single Family Home,5,5,1.1,9.9,11.7,0.9,1.8,7.1,28.2,Wednesday,Spring/Autumn,0,13.53
243113FD,2025-08-21,Apartment,7,4,12.2,15.3,10.8,0.0,2.4,4.2,41.4,Thursday,Summer,0,30.44
BDCE635F,2026-06-02,Villa,4,8,2.6,15.2,12.9,0.2,2.6,4.6,36.9,Tuesday,Summer,0,23.13
9DEC2B83,2026-05-08,Single Family Home,2,4,9.1,21.6,11.9,0.8,3.0,5.3,38.4,Friday,Summer,0,30.82
FD75A5F3,2026-07-05,Portion,2,5,6.6,21.3,11.9,1.4,1.6,7.4,44.5,Sunday,Summer,1,28.17
1923CAFC,2025-09-17,Portion,6,5,7.2,21.2,13.1,0.4,1.9,7.0,43.3,Wednesday,Summer,0,25.89
199C8D94,2025-10-19,Apartment,4,3,3.1,8.2,11.9,2.4,2.0,7.9,25.5,Sunday,Spring/Autumn,1,14.56
9DC89E1A,2026-03-05,Single Family Home,6,5,0.2,11.5,11.0,2.3,1.5,7.2,27.5,Thursday,Spring/Autumn,1,15.28
3F05557C,2026-04-20,Portion,5,5,0.9,4.9,11.3,0.2,1.6,7.7,30.4,Monday,Spring/Autumn,0,10.18
E0BD202C,2025-12-29,Portion,6,5,0.0,0.0,13.1,2.0,0.5,9.6,16.8,Monday,Winter,1,8.55
A542DEB9,2026-02-14,Villa,3,9,0.0,0.6,12.5,2.9,0.6,12.0,6.3,Saturday,Winter,1,16.4
E2E6E7A6,2026-02-21,Apartment,1,4,0.0,2.6,13.2,1.3,1.2,7.4,5.9,Saturday,Winter,1,10.56
94F6C67A,2026-02-03,Single Family Home,1,5,0.0,3.0,11.8,1.4,1.3,10.1,16.8,Tuesday,Winter,1,10.55
5DA64A3A,2025-11-27,Villa,3,8,0.0,3.6,11.8,0.3,1.0,10.2,7.0,Thursday,Winter,0,12.95
02B622E9,2026-03-06,Single Family Home,3,6,1.4,9.9,13.3,0.9,1.3,9.3,22.2,Friday,Spring/Autumn,0,15.26
90D9170C,2026-03-05,Single Family Home,8,5,1.2,6.1,10.0,0.6,1.4,8.3,21.9,Thursday,Spring/Autumn,0,11.31
3B53F64B,2025-07-30,Villa,4,5,7.1,21.3,12.9,0.7,1.9,6.2,35.2,Wednesday,Summer,0,26.88
5C7AF83D,2025-11-26,Portion,1,3,0.0,2.0,12.5,1.6,1.1,9.8,12.9,Wednesday,Winter,1,6.61
8578B1C6,2026-02-23,Villa,5,9,0.0,0.3,10.5,0.9,1.3,7.2,12.8,Monday,Winter,0,11.13
5D8416E0,2026-02-07,Apartment,5,3,0.0,2.3,12.6,2.1,1.3,10.2,6.5,Saturday,Winter,1,8.03
8430F0FA,2025-12-02,Villa,8,8,0.0,2.4,13.7,0.2,0.6,8.9,10.5,Tuesday,Winter,0,13.69
709D338B,2025-09-05,Apartment,5,2,6.8,12.7,13.8,0.4,2.3,5.5,35.8,Friday,Summer,0,20.32
9A1E0036,2026-03-26,Apartment,4,3,1.1,4.3,11.2,2.9,1.1,11.8,29.9,Thursday,Spring/Autumn,1,9.72
ACDBD5F2,2025-12-29,Single Family Home,3,6,0.0,2.1,12.1,0.2,0.7,9.8,15.9,Monday,Winter,0,9.0
92D00319,2026-02-08,Single Family Home,1,4,0.0,1.7,12.6,1.7,0.6,8.8,16.2,Sunday,Winter,1,8.81
EC257A75,2025-09-10,Portion,1,5,7.7,14.2,11.4,0.2,2.1,8.0,43.8,Wednesday,Summer,0,26.02
FE268E77,2025-12-26,Portion,3,4,0.0,1.3,11.3,1.7,1.5,10.6,10.3,Friday,Winter,1,9.64
95284C0A,2026-05-03,Single Family Home,5,4,12.1,18.8,13.1,2.9,1.8,5.0,42.3,Sunday,Summer,1,34.22
EC1F41CE,2025-12-19,Apartment,4,3,0.0,1.6,13.9,2.2,1.2,9.1,11.7,Friday,Winter,1,10.59
33CD1D56,2026-01-14,Portion,3,3,0.0,1.2,13.4,0.0,0.7,10.9,9.5,Wednesday,Winter,0,7.92
998D65BA,2025-07-21,Apartment,2,3,5.3,18.7,10.6,0.0,2.9,5.4,37.8,Monday,Summer,0,18.81
D3D877A8,2025-07-07,Portion,7,5,11.8,14.8,10.4,0.4,2.7,7.7,38.7,Monday,Summer,0,34.38
3ABF9C65,2026-06-15,Portion,7,5,13.9,14.1,12.8,0.6,2.7,7.6,42.2,Monday,Summer,0,37.18
7A25ED81,2026-04-13,Apartment,5,4,2.9,8.6,10.2,2.5,1.1,8.1,23.6,Monday,Spring/Autumn,1,16.39
B58AC738,2026-04-05,Apartment,2,4,3.5,11.0,12.6,2.2,1.2,6.1,25.0,Sunday,Spring/Autumn,1,17.37
349651D6,2026-03-15,Villa,7,7,1.2,4.3,10.6,2.0,1.5,7.3,24.6,Sunday,Spring/Autumn,1,12.83
A6CDAE3C,2026-02-06,Villa,7,9,0.0,1.6,12.4,2.0,0.9,7.3,16.0,Friday,Winter,1,11.6
AE3C2CE6,2025-11-29,Single Family Home,7,6,0.0,0.5,12.3,1.1,0.6,8.4,10.9,Saturday,Winter,1,7.38
8E0EABB7,2025-12-31,Villa,6,10,0.0,3.1,10.5,2.1,0.6,8.9,12.5,Wednesday,Winter,1,15.94
DD23FF41,2026-03-05,Single Family Home,8,4,2.5,9.9,10.3,0.8,1.2,7.9,22.4,Thursday,Spring/Autumn,0,15.84
C93C9CC6,2025-11-07,Apartment,3,3,0.0,2.7,11.4,0.3,0.9,9.6,6.3,Friday,Winter,0,5.33
25343E85,2025-12-26,Portion,2,3,0.0,4.0,14.0,1.9,1.1,6.9,9.6,Friday,Winter,1,6.34
9BE950C7,2025-07-20,Portion,7,5,8.0,16.5,13.4,1.2,2.6,4.2,43.2,Sunday,Summer,1,29.16
0EB5E5A7,2026-06-18,Single Family Home,8,6,14.7,21.8,12.8,0.1,1.5,5.8,44.3,Thursday,Summer,0,38.18
EE462FCD,2026-04-27,Villa,4,5,2.2,5.6,11.0,0.5,1.5,10.4,22.5,Monday,Spring/Autumn,0,13.78
093B4D72,2025-11-15,Apartment,3,2,0.0,0.1,12.7,1.1,1.1,7.0,15.5,Saturday,Winter,1,5.12
